StatusMonth,OccGroup,Score,n
2025-08,2534 Psychiatrists,85,2
2025-08,2514 Optometrists and Orthoptists,80,3
2025-08,2514 Optometrists and Orthoptists,85,1
2025-08,2535 Surgeons,85,1
2025-08,2526 Podiatrists,80,1
2025-08,2526 Podiatrists,90,2
2024-11,2613 Software and Applications Programmers,95,436
2024-11,2613 Software and Applications Programmers,90,244
2024-11,2613 Software and Applications Programmers,85,8
2024-11,2613 Software and Applications Programmers,100,51
2024-11,2613 Software and Applications Programmers,105,4
2024-11,3212 Motor Mechanics,95,4
2024-11,3212 Motor Mechanics,90,6
2024-11,2332 Civil Engineering Professionals,75,164
2024-11,2332 Civil Engineering Professionals,70,29
2024-11,2332 Civil Engineering Professionals,80,90
2024-11,2332 Civil Engineering Professionals,95,20
2024-11,2332 Civil Engineering Professionals,90,269
2024-11,2332 Civil Engineering Professionals,85,48
2024-11,2332 Civil Engineering Professionals,100,1
2024-11,2332 Civil Engineering Professionals,105,1
2024-11,2411 Early Childhood (Pre-primary School) Teachers,75,341
2024-11,2411 Early Childhood (Pre-primary School) Teachers,70,2
2024-11,2411 Early Childhood (Pre-primary School) Teachers,80,203
2024-11,2411 Early Childhood (Pre-primary School) Teachers,95,1
2024-11,2411 Early Childhood (Pre-primary School) Teachers,90,2
2024-11,2411 Early Childhood (Pre-primary School) Teachers,85,41
2024-11,2611 ICT Business and Systems Analysts,95,304
2024-11,2611 ICT Business and Systems Analysts,110,1
2024-11,2611 ICT Business and Systems Analysts,100,34
2024-11,2211 Accountants,95,298
2024-11,2211 Accountants,90,111
2024-11,2211 Accountants,85,4
2024-11,2211 Accountants,100,37
2024-11,2344 Geologists Geophysicists and Hydrogeologists,90,3
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",95,167
2024-11,"2621 Database and Systems Administrators, and ICT Security Specialists",100,3
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,15
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",90,290
2024-11,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,34
2024-11,2345 Life Scientists,95,8
2024-11,2345 Life Scientists,90,53
2024-11,2345 Life Scientists,100,5
2024-11,2345 Life Scientists,105,2
2024-11,"2335 Industrial, Mechanical and Production Engineers",95,28
2024-11,"2335 Industrial, Mechanical and Production Engineers",90,327
2024-11,"2335 Industrial, Mechanical and Production Engineers",85,23
2024-11,"2335 Industrial, Mechanical and Production Engineers",100,2
2024-11,2339 Other Engineering Professionals,95,12
2024-11,2339 Other Engineering Professionals,90,236
2024-11,2339 Other Engineering Professionals,85,19
2024-11,2339 Other Engineering Professionals,100,3
2024-11,2339 Other Engineering Professionals,105,1
2024-11,2341 Agricultural and Forestry Scientists,95,5
2024-11,2341 Agricultural and Forestry Scientists,90,23
2024-11,2341 Agricultural and Forestry Scientists,85,2
2024-11,2341 Agricultural and Forestry Scientists,100,2
2024-11,2341 Agricultural and Forestry Scientists,105,1
2024-11,2544 Registered Nurses,75,641
2024-11,2544 Registered Nurses,70,8
2024-11,2544 Registered Nurses,80,126
2024-11,2544 Registered Nurses,95,1
2024-11,2544 Registered Nurses,90,7
2024-11,2544 Registered Nurses,85,36
2024-11,2544 Registered Nurses,100,2
2024-11,2544 Registered Nurses,105,1
2024-11,3513 Chefs,95,1
2024-11,3513 Chefs,90,53
2024-11,3513 Chefs,85,1
2024-11,3513 Chefs,100,1
2024-11,2334 Electronics Engineers,95,12
2024-11,2334 Electronics Engineers,90,77
2024-11,2334 Electronics Engineers,85,8
2024-11,2334 Electronics Engineers,100,2
2024-11,3232 Metal Fitters and Machinists,90,1
2024-11,2631 Computer Network Professionals,95,94
2024-11,2631 Computer Network Professionals,100,6
2024-11,"2342 Chemists, and Food and Wine Scientists",90,27
2024-11,"2342 Chemists, and Food and Wine Scientists",100,1
2024-11,2713 Solicitors,95,4
2024-11,2713 Solicitors,90,61
2024-11,2713 Solicitors,85,1
2024-11,2331 Chemical and Materials Engineers,95,11
2024-11,2331 Chemical and Materials Engineers,90,57
2024-11,2331 Chemical and Materials Engineers,85,5
2024-11,2331 Chemical and Materials Engineers,100,3
2024-11,3123 Electrical Engineering Draftspersons and Technicians,90,1
2024-11,2333 Electrical Engineers,95,10
2024-11,2333 Electrical Engineers,90,117
2024-11,2333 Electrical Engineers,85,6
2024-11,2321 Architects and Landscape Architects,75,143
2024-11,2321 Architects and Landscape Architects,70,24
2024-11,2321 Architects and Landscape Architects,80,70
2024-11,2321 Architects and Landscape Architects,95,1
2024-11,2321 Architects and Landscape Architects,90,6
2024-11,2321 Architects and Landscape Architects,85,26
2024-11,2321 Architects and Landscape Architects,105,1
2024-11,2531 General Practitioners and Resident Medical officers,75,47
2024-11,2531 General Practitioners and Resident Medical officers,80,36
2024-11,2531 General Practitioners and Resident Medical officers,90,3
2024-11,2531 General Practitioners and Resident Medical officers,85,15
2024-11,2531 General Practitioners and Resident Medical officers,110,1
2024-11,2247 Management and Organisation Analysts,95,4
2024-11,2247 Management and Organisation Analysts,90,28
2024-11,2247 Management and Organisation Analysts,85,1
2024-11,2347 Veterinarians,90,10
2024-11,2347 Veterinarians,85,1
2024-11,2347 Veterinarians,115,1
2024-11,2414 Secondary School Teachers,75,88
2024-11,2414 Secondary School Teachers,70,3
2024-11,2414 Secondary School Teachers,80,43
2024-11,2414 Secondary School Teachers,95,1
2024-11,2414 Secondary School Teachers,85,9
2024-11,1341 Child Care Centre Managers,75,1
2024-11,"2241 Actuaries, Mathematicians and Statisticians",95,5
2024-11,"2241 Actuaries, Mathematicians and Statisticians",90,66
2024-11,"2241 Actuaries, Mathematicians and Statisticians",85,1
2024-11,2421 University Lecturers and Tutors,95,14
2024-11,2421 University Lecturers and Tutors,90,71
2024-11,2421 University Lecturers and Tutors,100,4
2024-11,2633 Telecommunications Engineering Professionals,95,8
2024-11,2633 Telecommunications Engineering Professionals,90,58
2024-11,2633 Telecommunications Engineering Professionals,85,4
2024-11,1332 Engineering Managers,90,1
2024-11,3122 Civil Engineering Draftspersons and Technicians,75,395
2024-11,3122 Civil Engineering Draftspersons and Technicians,70,52
2024-11,3122 Civil Engineering Draftspersons and Technicians,80,158
2024-11,3122 Civil Engineering Draftspersons and Technicians,95,3
2024-11,3122 Civil Engineering Draftspersons and Technicians,90,6
2024-11,3122 Civil Engineering Draftspersons and Technicians,85,32
2024-11,1399 Other Specialist Managers,95,3
2024-11,1399 Other Specialist Managers,90,3
2024-11,2322 Cartographers and Surveyors,95,1
2024-11,2322 Cartographers and Surveyors,90,17
2024-11,2245 Land Economists and Valuers,95,1
2024-11,2245 Land Economists and Valuers,90,2
2024-11,2336 Mining Engineers,95,2
2024-11,2336 Mining Engineers,90,23
2024-11,2336 Mining Engineers,85,2
2024-11,2336 Mining Engineers,105,1
2024-11,2612 Multimedia Specialists and Web Developers,95,4
2024-11,2612 Multimedia Specialists and Web Developers,90,32
2024-11,2612 Multimedia Specialists and Web Developers,85,4
2024-11,3223 Structural Steel and Welding Trades Workers,75,22
2024-11,3223 Structural Steel and Welding Trades Workers,70,4
2024-11,3223 Structural Steel and Welding Trades Workers,80,9
2024-11,3223 Structural Steel and Welding Trades Workers,85,6
2024-11,2349 Other Natural and Physical Science Professionals,90,10
2024-11,2349 Other Natural and Physical Science Professionals,100,1
2024-11,1331 Construction Managers,75,254
2024-11,1331 Construction Managers,70,36
2024-11,1331 Construction Managers,80,90
2024-11,1331 Construction Managers,85,30
2024-11,1331 Construction Managers,100,1
2024-11,2343 Environmental Scientists,95,3
2024-11,2343 Environmental Scientists,90,15
2024-11,2343 Environmental Scientists,110,1
2024-11,2343 Environmental Scientists,100,1
2024-11,3132 Telecommunications Technical Specialists,90,4
2024-11,3132 Telecommunications Technical Specialists,85,1
2024-11,3312 Carpenters and Joiners,65,9
2024-11,3312 Carpenters and Joiners,75,22
2024-11,3312 Carpenters and Joiners,70,46
2024-11,3312 Carpenters and Joiners,80,9
2024-11,3312 Carpenters and Joiners,90,1
2024-11,3312 Carpenters and Joiners,85,3
2024-11,2725 Social Workers,75,69
2024-11,2725 Social Workers,70,1
2024-11,2725 Social Workers,80,32
2024-11,2725 Social Workers,90,3
2024-11,2725 Social Workers,85,17
2024-11,2725 Social Workers,100,1
2024-11,3322 Painting Trades Workers,65,9
2024-11,3322 Painting Trades Workers,75,14
2024-11,3322 Painting Trades Workers,70,32
2024-11,3322 Painting Trades Workers,80,2
2024-11,3322 Painting Trades Workers,90,3
2024-11,2521 Chiropractors and Osteopaths,75,4
2024-11,2521 Chiropractors and Osteopaths,80,1
2024-11,3941 Cabinetmakers,75,2
2024-11,3941 Cabinetmakers,70,3
2024-11,3941 Cabinetmakers,85,2
2024-11,2243 Economists,90,11
2024-11,3311 Bricklayers and Stonemasons,65,3
2024-11,3311 Bricklayers and Stonemasons,75,1
2024-11,3311 Bricklayers and Stonemasons,70,1
2024-11,3311 Bricklayers and Stonemasons,90,1
2024-11,2539 Other Medical Practitioners,75,35
2024-11,2539 Other Medical Practitioners,80,32
2024-11,2539 Other Medical Practitioners,90,5
2024-11,2539 Other Medical Practitioners,85,10
2024-11,3411 Electricians,65,5
2024-11,3411 Electricians,75,6
2024-11,3411 Electricians,70,4
2024-11,3411 Electricians,100,1
2024-11,2525 Physiotherapists,75,69
2024-11,2525 Physiotherapists,80,36
2024-11,2525 Physiotherapists,95,1
2024-11,2525 Physiotherapists,90,6
2024-11,2525 Physiotherapists,85,9
2024-11,2512 Medical Imaging Professionals,75,17
2024-11,2512 Medical Imaging Professionals,80,4
2024-11,2512 Medical Imaging Professionals,85,5
2024-11,3222 Sheetmetal Trades Workers,70,1
2024-11,2527 Speech Professionals and Audiologists,75,27
2024-11,2527 Speech Professionals and Audiologists,80,8
2024-11,2527 Speech Professionals and Audiologists,85,2
2024-11,2524 Occupational Therapists,75,49
2024-11,2524 Occupational Therapists,80,22
2024-11,2524 Occupational Therapists,95,1
2024-11,2524 Occupational Therapists,90,3
2024-11,2524 Occupational Therapists,85,4
2024-11,2519 Other Health Diagnostic and Promotion Professionals,75,1
2024-11,2346 Medical Laboratory Scientists,75,37
2024-11,2346 Medical Laboratory Scientists,80,13
2024-11,2346 Medical Laboratory Scientists,90,2
2024-11,2346 Medical Laboratory Scientists,85,6
2024-11,2415 Special Education Teachers,75,4
2024-11,2415 Special Education Teachers,80,1
2024-11,2723 Psychologists,75,13
2024-11,2723 Psychologists,80,5
2024-11,2723 Psychologists,90,2
2024-11,2723 Psychologists,85,6
2024-11,2541 Midwives,75,5
2024-11,2541 Midwives,80,4
2024-11,3341 Plumbers,65,2
2024-11,3341 Plumbers,75,3
2024-11,3341 Plumbers,70,4
2024-11,3341 Plumbers,90,1
2024-11,3991 Boat Builders and Shipwrights,90,1
2024-11,2533 Internal Medicine Specialists,75,5
2024-11,2533 Internal Medicine Specialists,80,1
2024-11,3332 Plasterers,75,1
2024-11,3334 Wall and Floor Tilers,65,3
2024-11,3334 Wall and Floor Tilers,75,1
2024-11,3334 Wall and Floor Tilers,70,5
2024-11,3334 Wall and Floor Tilers,80,2
2024-11,2112 Music Professionals,90,1
2024-11,2534 Psychiatrists,80,2
2024-11,2514 Optometrists and Orthoptists,75,2
2024-11,2514 Optometrists and Orthoptists,80,2
2024-11,2535 Surgeons,75,1
2024-11,2535 Surgeons,95,1
2024-11,2526 Podiatrists,75,4
2024-11,"2111 Actors, Dancers and Other Entertainers",90,1
2025-11,2411 Early Childhood (Pre-primary School) Teachers,95,2
2025-11,2411 Early Childhood (Pre-primary School) Teachers,90,40
2025-11,2411 Early Childhood (Pre-primary School) Teachers,85,205
2025-11,2344 Geologists Geophysicists and Hydrogeologists,90,2
2025-11,2344 Geologists Geophysicists and Hydrogeologists,85,2
2025-11,2345 Life Scientists,95,19
2025-11,2345 Life Scientists,90,54
2025-11,2345 Life Scientists,85,67
2025-11,2345 Life Scientists,110,1
2025-11,2345 Life Scientists,100,9
2025-11,2345 Life Scientists,105,3
2025-11,2341 Agricultural and Forestry Scientists,95,5
2025-11,2341 Agricultural and Forestry Scientists,90,33
2025-11,2341 Agricultural and Forestry Scientists,85,28
2025-11,2341 Agricultural and Forestry Scientists,100,1
2025-11,2341 Agricultural and Forestry Scientists,105,1
2025-11,2544 Registered Nurses,75,634
2025-11,2544 Registered Nurses,80,539
2025-11,2544 Registered Nurses,95,2
2025-11,2544 Registered Nurses,90,25
2025-11,2544 Registered Nurses,85,176
2025-11,2544 Registered Nurses,100,1
2025-11,3232 Metal Fitters and Machinists,85,2
2025-11,"2342 Chemists, and Food and Wine Scientists",95,7
2025-11,"2342 Chemists, and Food and Wine Scientists",90,50
2025-11,"2342 Chemists, and Food and Wine Scientists",85,57
2025-11,"2342 Chemists, and Food and Wine Scientists",100,3
2025-11,"2342 Chemists, and Food and Wine Scientists",105,3
2025-11,2713 Solicitors,95,2
2025-11,2713 Solicitors,90,73
2025-11,2713 Solicitors,85,88
2025-11,2331 Chemical and Materials Engineers,95,12
2025-11,2331 Chemical and Materials Engineers,90,57
2025-11,2331 Chemical and Materials Engineers,85,106
2025-11,2331 Chemical and Materials Engineers,100,2
2025-11,2331 Chemical and Materials Engineers,105,1
2025-11,3123 Electrical Engineering Draftspersons and Technicians,90,11
2025-11,3123 Electrical Engineering Draftspersons and Technicians,85,18
2025-11,2321 Architects and Landscape Architects,90,30
2025-11,2321 Architects and Landscape Architects,85,53
2025-11,2321 Architects and Landscape Architects,110,1
2025-11,2531 General Practitioners and Resident Medical officers,75,27
2025-11,2531 General Practitioners and Resident Medical officers,80,69
2025-11,2531 General Practitioners and Resident Medical officers,95,1
2025-11,2531 General Practitioners and Resident Medical officers,90,14
2025-11,2531 General Practitioners and Resident Medical officers,85,29
2025-11,2247 Management and Organisation Analysts,95,6
2025-11,2247 Management and Organisation Analysts,90,49
2025-11,2247 Management and Organisation Analysts,85,67
2025-11,2347 Veterinarians,95,3
2025-11,2347 Veterinarians,90,15
2025-11,2347 Veterinarians,85,33
2025-11,2347 Veterinarians,100,2
2025-11,2414 Secondary School Teachers,75,57
2025-11,2414 Secondary School Teachers,80,163
2025-11,2414 Secondary School Teachers,95,1
2025-11,2414 Secondary School Teachers,90,2
2025-11,2414 Secondary School Teachers,85,56
2025-11,2414 Secondary School Teachers,100,1
2025-11,1341 Child Care Centre Managers,75,1
2025-11,1341 Child Care Centre Managers,80,1
2025-11,"2241 Actuaries, Mathematicians and Statisticians",95,10
2025-11,"2241 Actuaries, Mathematicians and Statisticians",90,98
2025-11,"2241 Actuaries, Mathematicians and Statisticians",85,79
2025-11,"2241 Actuaries, Mathematicians and Statisticians",100,1
2025-11,3331 Glaziers,65,3
2025-11,3331 Glaziers,75,1
2025-11,3331 Glaziers,70,2
2025-11,2633 Telecommunications Engineering Professionals,95,17
2025-11,2633 Telecommunications Engineering Professionals,90,9
2025-11,2633 Telecommunications Engineering Professionals,100,3
2025-11,1332 Engineering Managers,95,1
2025-11,1332 Engineering Managers,90,1
2025-11,1332 Engineering Managers,85,18
2025-11,3122 Civil Engineering Draftspersons and Technicians,95,6
2025-11,3122 Civil Engineering Draftspersons and Technicians,90,39
2025-11,3122 Civil Engineering Draftspersons and Technicians,85,128
2025-11,1399 Other Specialist Managers,95,2
2025-11,1399 Other Specialist Managers,90,7
2025-11,1399 Other Specialist Managers,85,7
2025-11,2322 Cartographers and Surveyors,95,3
2025-11,2322 Cartographers and Surveyors,90,10
2025-11,2322 Cartographers and Surveyors,85,18
2025-11,2322 Cartographers and Surveyors,100,1
2025-11,2245 Land Economists and Valuers,90,2
2025-11,2245 Land Economists and Valuers,85,16
2025-11,2336 Mining Engineers,95,2
2025-11,2336 Mining Engineers,90,14
2025-11,2336 Mining Engineers,85,22
2025-11,2336 Mining Engineers,100,1
2025-11,2612 Multimedia Specialists and Web Developers,95,19
2025-11,2612 Multimedia Specialists and Web Developers,90,14
2025-11,2612 Multimedia Specialists and Web Developers,100,1
2025-11,3223 Structural Steel and Welding Trades Workers,95,1
2025-11,3223 Structural Steel and Welding Trades Workers,90,1
2025-11,3223 Structural Steel and Welding Trades Workers,85,5
2025-11,2349 Other Natural and Physical Science Professionals,95,4
2025-11,2349 Other Natural and Physical Science Professionals,90,8
2025-11,2349 Other Natural and Physical Science Professionals,85,11
2025-11,2349 Other Natural and Physical Science Professionals,115,1
2025-11,1331 Construction Managers,95,3
2025-11,1331 Construction Managers,90,18
2025-11,1331 Construction Managers,85,57
2025-11,2343 Environmental Scientists,95,16
2025-11,2343 Environmental Scientists,90,42
2025-11,2343 Environmental Scientists,85,38
2025-11,2343 Environmental Scientists,100,1
2025-11,2711 Barristers,90,2
2025-11,3132 Telecommunications Technical Specialists,95,2
2025-11,3132 Telecommunications Technical Specialists,90,2
2025-11,3312 Carpenters and Joiners,65,140
2025-11,3312 Carpenters and Joiners,75,42
2025-11,3312 Carpenters and Joiners,70,120
2025-11,3312 Carpenters and Joiners,80,27
2025-11,3312 Carpenters and Joiners,90,1
2025-11,3312 Carpenters and Joiners,85,3
2025-11,2725 Social Workers,75,44
2025-11,2725 Social Workers,80,161
2025-11,2725 Social Workers,95,1
2025-11,2725 Social Workers,90,16
2025-11,2725 Social Workers,85,62
2025-11,3322 Painting Trades Workers,75,39
2025-11,3322 Painting Trades Workers,70,35
2025-11,3322 Painting Trades Workers,80,13
2025-11,3322 Painting Trades Workers,90,1
2025-11,3322 Painting Trades Workers,85,2
2025-11,3423 Electronics Trades Workers,90,1
2025-11,3423 Electronics Trades Workers,85,7
2025-11,3423 Electronics Trades Workers,110,1
2025-11,2521 Chiropractors and Osteopaths,85,1
2025-11,2243 Economists,95,1
2025-11,2243 Economists,90,6
2025-11,2243 Economists,85,13
2025-11,3311 Bricklayers and Stonemasons,65,23
2025-11,3311 Bricklayers and Stonemasons,75,7
2025-11,3311 Bricklayers and Stonemasons,70,10
2025-11,3311 Bricklayers and Stonemasons,80,1
2025-11,3311 Bricklayers and Stonemasons,90,1
2025-11,3311 Bricklayers and Stonemasons,85,1
2025-11,1342 Health and Welfare Services Managers,90,2
2025-11,1342 Health and Welfare Services Managers,85,1
2025-11,2539 Other Medical Practitioners,75,18
2025-11,2539 Other Medical Practitioners,80,61
2025-11,2539 Other Medical Practitioners,95,2
2025-11,2539 Other Medical Practitioners,90,10
2025-11,2539 Other Medical Practitioners,85,29
2025-11,3411 Electricians,65,23
2025-11,3411 Electricians,75,14
2025-11,3411 Electricians,70,15
2025-11,3411 Electricians,80,4
2025-11,2525 Physiotherapists,75,44
2025-11,2525 Physiotherapists,80,51
2025-11,2525 Physiotherapists,90,4
2025-11,2525 Physiotherapists,85,17
2025-11,2512 Medical Imaging Professionals,75,17
2025-11,2512 Medical Imaging Professionals,80,12
2025-11,2512 Medical Imaging Professionals,95,4
2025-11,2512 Medical Imaging Professionals,90,7
2025-11,2512 Medical Imaging Professionals,85,10
2025-11,"4523 Sports Coaches, Instructors and Officials",90,1
2025-11,"4523 Sports Coaches, Instructors and Officials",85,1
2025-11,2527 Speech Professionals and Audiologists,75,15
2025-11,2527 Speech Professionals and Audiologists,80,10
2025-11,2527 Speech Professionals and Audiologists,90,2
2025-11,2527 Speech Professionals and Audiologists,85,3
2025-11,2524 Occupational Therapists,75,33
2025-11,2524 Occupational Therapists,80,24
2025-11,2524 Occupational Therapists,90,5
2025-11,2524 Occupational Therapists,85,9
2025-11,2346 Medical Laboratory Scientists,95,2
2025-11,2346 Medical Laboratory Scientists,90,5
2025-11,2346 Medical Laboratory Scientists,85,11
2025-11,2346 Medical Laboratory Scientists,100,1
2025-11,2415 Special Education Teachers,75,3
2025-11,2415 Special Education Teachers,80,1
2025-11,2723 Psychologists,75,3
2025-11,2723 Psychologists,80,26
2025-11,2723 Psychologists,95,1
2025-11,2723 Psychologists,90,2
2025-11,2723 Psychologists,85,9
2025-11,2541 Midwives,75,2
2025-11,2541 Midwives,80,10
2025-11,2541 Midwives,85,3
2025-11,3341 Plumbers,65,19
2025-11,3341 Plumbers,75,6
2025-11,3341 Plumbers,70,12
2025-11,3341 Plumbers,80,5
2025-11,3341 Plumbers,95,1
2025-11,3341 Plumbers,85,2
2025-11,3991 Boat Builders and Shipwrights,90,1
2025-11,2533 Internal Medicine Specialists,80,9
2025-11,2533 Internal Medicine Specialists,90,2
2025-11,3332 Plasterers,65,2
2025-11,3334 Wall and Floor Tilers,65,27
2025-11,3334 Wall and Floor Tilers,75,2
2025-11,3334 Wall and Floor Tilers,70,9
2025-11,3211 Automotive Electricians,85,1
2025-11,2534 Psychiatrists,75,1
2025-11,2534 Psychiatrists,80,2
2025-11,2534 Psychiatrists,85,1
2025-11,2514 Optometrists and Orthoptists,75,1
2025-11,2514 Optometrists and Orthoptists,80,1
2025-11,2535 Surgeons,75,1
2025-11,2535 Surgeons,80,1
2025-11,2535 Surgeons,85,1
2025-11,2526 Podiatrists,75,3
2025-11,2526 Podiatrists,80,1
