StatusMonth,OccGroup,Score,n
2026-01,2347 Veterinarians,75,1
2026-01,2347 Veterinarians,70,1
2026-01,2347 Veterinarians,80,1
2026-01,2347 Veterinarians,85,1
2026-01,2414 Secondary School Teachers,65,8
2026-01,2414 Secondary School Teachers,75,9
2026-01,2414 Secondary School Teachers,70,16
2026-01,2414 Secondary School Teachers,80,2
2026-01,"2241 Actuaries, Mathematicians and Statisticians",70,1
2026-01,2421 University Lecturers and Tutors,90,2
2026-01,2421 University Lecturers and Tutors,85,1
2026-01,2421 University Lecturers and Tutors,105,1
2026-01,2633 Telecommunications Engineering Professionals,80,1
2026-01,3122 Civil Engineering Draftspersons and Technicians,75,8
2026-01,3122 Civil Engineering Draftspersons and Technicians,70,1
2026-01,3122 Civil Engineering Draftspersons and Technicians,80,18
2026-01,3122 Civil Engineering Draftspersons and Technicians,85,2
2026-01,2322 Cartographers and Surveyors,75,1
2026-01,2322 Cartographers and Surveyors,70,2
2026-01,2245 Land Economists and Valuers,75,1
2026-01,2336 Mining Engineers,65,1
2026-01,2336 Mining Engineers,80,1
2026-01,2336 Mining Engineers,85,1
2026-01,3223 Structural Steel and Welding Trades Workers,75,1
2026-01,3223 Structural Steel and Welding Trades Workers,70,1
2026-01,3223 Structural Steel and Welding Trades Workers,60,1
2026-01,1331 Construction Managers,65,3
2026-01,1331 Construction Managers,75,4
2026-01,1331 Construction Managers,70,2
2026-01,1331 Construction Managers,80,6
2026-01,1331 Construction Managers,85,3
2026-01,2343 Environmental Scientists,75,1
2026-01,2343 Environmental Scientists,85,1
2026-01,3312 Carpenters and Joiners,65,6
2026-01,3312 Carpenters and Joiners,75,2
2026-01,3312 Carpenters and Joiners,70,3
2026-01,3312 Carpenters and Joiners,80,1
2026-01,3312 Carpenters and Joiners,55,2
2026-01,3312 Carpenters and Joiners,60,5
2026-01,2725 Social Workers,65,1
2026-01,2725 Social Workers,75,3
2026-01,2725 Social Workers,70,2
2026-01,2725 Social Workers,80,1
2026-01,2725 Social Workers,60,1
2026-01,3322 Painting Trades Workers,65,6
2026-01,3322 Painting Trades Workers,60,2
2026-01,3423 Electronics Trades Workers,65,1
2026-01,3941 Cabinetmakers,65,3
2026-01,3941 Cabinetmakers,80,1
2026-01,3941 Cabinetmakers,55,1
2026-01,2243 Economists,75,1
2026-01,3311 Bricklayers and Stonemasons,65,2
2026-01,3311 Bricklayers and Stonemasons,60,2
2026-01,2539 Other Medical Practitioners,75,3
2026-01,2539 Other Medical Practitioners,70,1
2026-01,2539 Other Medical Practitioners,90,1
2026-01,2539 Other Medical Practitioners,85,2
2026-01,3411 Electricians,65,4
2026-01,3411 Electricians,75,1
2026-01,3411 Electricians,70,1
2026-01,3411 Electricians,55,1
2026-01,3411 Electricians,60,2
2026-01,2525 Physiotherapists,65,1
2026-01,2525 Physiotherapists,75,5
2026-01,2525 Physiotherapists,70,3
2026-01,2525 Physiotherapists,80,2
2026-01,2525 Physiotherapists,85,1
2026-01,2512 Medical Imaging Professionals,70,2
2026-01,2512 Medical Imaging Professionals,80,1
2026-01,3222 Sheetmetal Trades Workers,70,1
2026-01,2527 Speech Professionals and Audiologists,65,2
2026-01,2527 Speech Professionals and Audiologists,75,1
2026-01,2527 Speech Professionals and Audiologists,70,3
2026-01,2527 Speech Professionals and Audiologists,80,1
2026-01,2527 Speech Professionals and Audiologists,60,1
2026-01,2524 Occupational Therapists,65,2
2026-01,2524 Occupational Therapists,75,6
2026-01,2524 Occupational Therapists,70,5
2026-01,2524 Occupational Therapists,60,1
2026-01,2415 Special Education Teachers,70,1
2026-01,2723 Psychologists,75,1
2026-01,2541 Midwives,75,1
2026-01,3341 Plumbers,75,1
2026-01,3341 Plumbers,60,3
2026-01,3341 Plumbers,50,1
2026-01,3991 Boat Builders and Shipwrights,65,1
2026-01,3991 Boat Builders and Shipwrights,85,1
2026-01,3334 Wall and Floor Tilers,65,1
2026-01,3334 Wall and Floor Tilers,60,4
2026-01,3211 Automotive Electricians,75,1
2026-01,3211 Automotive Electricians,70,1
2026-01,3422 Electrical Distribution Trades Workers,65,1
2025-05,2613 Software and Applications Programmers,65,1
2025-05,2613 Software and Applications Programmers,75,5
2025-05,2613 Software and Applications Programmers,70,4
2025-05,2613 Software and Applications Programmers,80,3
2025-05,2613 Software and Applications Programmers,95,5
2025-05,2613 Software and Applications Programmers,90,16
2025-05,2613 Software and Applications Programmers,85,2
2025-05,2613 Software and Applications Programmers,100,2
2025-05,3212 Motor Mechanics,65,7
2025-05,3212 Motor Mechanics,75,9
2025-05,3212 Motor Mechanics,70,1
2025-05,3212 Motor Mechanics,80,4
2025-05,2332 Civil Engineering Professionals,65,5
2025-05,2332 Civil Engineering Professionals,75,12
2025-05,2332 Civil Engineering Professionals,70,12
2025-05,2332 Civil Engineering Professionals,80,19
2025-05,2332 Civil Engineering Professionals,95,1
2025-05,2332 Civil Engineering Professionals,90,1
2025-05,2332 Civil Engineering Professionals,85,24
2025-05,2332 Civil Engineering Professionals,60,1
2025-05,2332 Civil Engineering Professionals,50,1
2025-05,2411 Early Childhood (Pre-primary School) Teachers,65,8
2025-05,2411 Early Childhood (Pre-primary School) Teachers,75,4
2025-05,2411 Early Childhood (Pre-primary School) Teachers,70,8
2025-05,2411 Early Childhood (Pre-primary School) Teachers,80,7
2025-05,2411 Early Childhood (Pre-primary School) Teachers,90,1
2025-05,2411 Early Childhood (Pre-primary School) Teachers,85,14
2025-05,2411 Early Childhood (Pre-primary School) Teachers,60,1
2025-05,2611 ICT Business and Systems Analysts,65,1
2025-05,2611 ICT Business and Systems Analysts,75,4
2025-05,2611 ICT Business and Systems Analysts,70,3
2025-05,2611 ICT Business and Systems Analysts,80,5
2025-05,2611 ICT Business and Systems Analysts,95,1
2025-05,2611 ICT Business and Systems Analysts,90,6
2025-05,2611 ICT Business and Systems Analysts,85,4
2025-05,2211 Accountants,65,3
2025-05,2211 Accountants,75,3
2025-05,2211 Accountants,70,5
2025-05,2211 Accountants,80,2
2025-05,2211 Accountants,90,3
2025-05,2211 Accountants,85,1
2025-05,2211 Accountants,60,1
2025-05,"2621 Database and Systems Administrators, and ICT Security Specialists",80,1
2025-05,"2621 Database and Systems Administrators, and ICT Security Specialists",95,2
2025-05,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,1
2025-05,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,1
2025-05,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,1
2025-05,"2212 Auditors, Company Secretaries and Corporate Treasurers",95,1
2025-05,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,1
2025-05,2345 Life Scientists,95,1
2025-05,2345 Life Scientists,105,1
2025-05,"2335 Industrial, Mechanical and Production Engineers",75,3
2025-05,"2335 Industrial, Mechanical and Production Engineers",70,3
2025-05,"2335 Industrial, Mechanical and Production Engineers",80,3
2025-05,"2335 Industrial, Mechanical and Production Engineers",95,1
2025-05,"2335 Industrial, Mechanical and Production Engineers",90,3
2025-05,"2335 Industrial, Mechanical and Production Engineers",85,2
2025-05,2339 Other Engineering Professionals,65,3
2025-05,2339 Other Engineering Professionals,75,2
2025-05,2339 Other Engineering Professionals,70,1
2025-05,2339 Other Engineering Professionals,80,1
2025-05,2339 Other Engineering Professionals,90,1
2025-05,2339 Other Engineering Professionals,85,1
2025-05,2339 Other Engineering Professionals,60,1
2025-05,2341 Agricultural and Forestry Scientists,70,1
2025-05,2544 Registered Nurses,65,15
2025-05,2544 Registered Nurses,75,22
2025-05,2544 Registered Nurses,70,14
2025-05,2544 Registered Nurses,80,21
2025-05,2544 Registered Nurses,85,12
2025-05,2544 Registered Nurses,55,2
2025-05,2544 Registered Nurses,60,5
2025-05,3513 Chefs,65,7
2025-05,3513 Chefs,75,19
2025-05,3513 Chefs,70,9
2025-05,3513 Chefs,80,9
2025-05,3513 Chefs,85,6
2025-05,3513 Chefs,55,2
2025-05,3513 Chefs,60,3
2025-05,2334 Electronics Engineers,65,2
2025-05,2334 Electronics Engineers,75,1
2025-05,2334 Electronics Engineers,90,2
2025-05,2334 Electronics Engineers,85,1
2025-05,3232 Metal Fitters and Machinists,65,1
2025-05,3232 Metal Fitters and Machinists,60,2
2025-05,2631 Computer Network Professionals,75,1
2025-05,2631 Computer Network Professionals,80,1
2025-05,2631 Computer Network Professionals,90,3
2025-05,"2342 Chemists, and Food and Wine Scientists",70,1
2025-05,"2342 Chemists, and Food and Wine Scientists",95,1
2025-05,"2342 Chemists, and Food and Wine Scientists",90,2
2025-05,2713 Solicitors,75,1
2025-05,2331 Chemical and Materials Engineers,70,1
2025-05,2331 Chemical and Materials Engineers,80,1
2025-05,2331 Chemical and Materials Engineers,90,3
2025-05,2331 Chemical and Materials Engineers,85,3
2025-05,3123 Electrical Engineering Draftspersons and Technicians,65,2
2025-05,3123 Electrical Engineering Draftspersons and Technicians,70,1
2025-05,2333 Electrical Engineers,75,2
2025-05,2333 Electrical Engineers,90,1
2025-05,2333 Electrical Engineers,85,2
2025-05,2333 Electrical Engineers,60,1
2025-05,2321 Architects and Landscape Architects,65,2
2025-05,2321 Architects and Landscape Architects,75,1
2025-05,2321 Architects and Landscape Architects,70,4
2025-05,2321 Architects and Landscape Architects,80,1
2025-05,2321 Architects and Landscape Architects,85,1
2025-05,2321 Architects and Landscape Architects,60,1
2025-05,2531 General Practitioners and Resident Medical officers,65,3
2025-05,2531 General Practitioners and Resident Medical officers,75,10
2025-05,2531 General Practitioners and Resident Medical officers,70,2
2025-05,2531 General Practitioners and Resident Medical officers,80,6
2025-05,2531 General Practitioners and Resident Medical officers,90,1
2025-05,2531 General Practitioners and Resident Medical officers,85,10
2025-05,2531 General Practitioners and Resident Medical officers,60,1
2025-05,2347 Veterinarians,95,1
2025-05,2414 Secondary School Teachers,75,6
2025-05,2414 Secondary School Teachers,70,7
2025-05,2414 Secondary School Teachers,80,8
2025-05,2414 Secondary School Teachers,90,1
2025-05,2414 Secondary School Teachers,85,1
2025-05,2414 Secondary School Teachers,60,2
2025-05,1341 Child Care Centre Managers,65,1
2025-05,2421 University Lecturers and Tutors,105,1
2025-05,2633 Telecommunications Engineering Professionals,90,1
2025-05,1332 Engineering Managers,80,1
2025-05,3122 Civil Engineering Draftspersons and Technicians,65,19
2025-05,3122 Civil Engineering Draftspersons and Technicians,75,14
2025-05,3122 Civil Engineering Draftspersons and Technicians,70,13
2025-05,3122 Civil Engineering Draftspersons and Technicians,80,3
2025-05,3122 Civil Engineering Draftspersons and Technicians,85,2
2025-05,3122 Civil Engineering Draftspersons and Technicians,60,1
2025-05,1399 Other Specialist Managers,80,1
2025-05,2322 Cartographers and Surveyors,65,1
2025-05,2322 Cartographers and Surveyors,80,1
2025-05,2336 Mining Engineers,75,1
2025-05,2336 Mining Engineers,95,1
2025-05,3223 Structural Steel and Welding Trades Workers,65,2
2025-05,3223 Structural Steel and Welding Trades Workers,75,1
2025-05,3223 Structural Steel and Welding Trades Workers,80,1
2025-05,3223 Structural Steel and Welding Trades Workers,55,1
2025-05,3223 Structural Steel and Welding Trades Workers,60,1
2025-05,2349 Other Natural and Physical Science Professionals,65,1
2025-05,2349 Other Natural and Physical Science Professionals,85,1
2025-05,1331 Construction Managers,65,2
2025-05,1331 Construction Managers,75,9
2025-05,1331 Construction Managers,70,7
2025-05,1331 Construction Managers,80,7
2025-05,1331 Construction Managers,85,2
2025-05,2343 Environmental Scientists,75,1
2025-05,2343 Environmental Scientists,95,1
2025-05,2343 Environmental Scientists,90,1
2025-05,2343 Environmental Scientists,85,1
2025-05,3132 Telecommunications Technical Specialists,55,1
2025-05,3312 Carpenters and Joiners,65,17
2025-05,3312 Carpenters and Joiners,75,3
2025-05,3312 Carpenters and Joiners,70,10
2025-05,3312 Carpenters and Joiners,80,1
2025-05,3312 Carpenters and Joiners,85,1
2025-05,3312 Carpenters and Joiners,55,4
2025-05,3312 Carpenters and Joiners,60,5
2025-05,3312 Carpenters and Joiners,50,1
2025-05,2725 Social Workers,75,6
2025-05,2725 Social Workers,70,2
2025-05,2725 Social Workers,80,1
2025-05,3322 Painting Trades Workers,65,3
2025-05,3322 Painting Trades Workers,75,1
2025-05,3322 Painting Trades Workers,70,2
2025-05,3322 Painting Trades Workers,85,1
2025-05,3322 Painting Trades Workers,55,1
2025-05,3322 Painting Trades Workers,60,1
2025-05,2521 Chiropractors and Osteopaths,70,1
2025-05,3941 Cabinetmakers,65,1
2025-05,3311 Bricklayers and Stonemasons,75,1
2025-05,3311 Bricklayers and Stonemasons,70,1
2025-05,3311 Bricklayers and Stonemasons,55,1
2025-05,2539 Other Medical Practitioners,65,3
2025-05,2539 Other Medical Practitioners,75,2
2025-05,2539 Other Medical Practitioners,80,1
2025-05,2539 Other Medical Practitioners,90,1
2025-05,2539 Other Medical Practitioners,85,6
2025-05,2539 Other Medical Practitioners,60,2
2025-05,3411 Electricians,65,8
2025-05,3411 Electricians,70,6
2025-05,3411 Electricians,80,1
2025-05,3411 Electricians,55,2
2025-05,3411 Electricians,60,5
2025-05,3411 Electricians,50,1
2025-05,2525 Physiotherapists,65,4
2025-05,2525 Physiotherapists,75,3
2025-05,2525 Physiotherapists,70,1
2025-05,2525 Physiotherapists,90,1
2025-05,2525 Physiotherapists,85,1
2025-05,2512 Medical Imaging Professionals,65,1
2025-05,2512 Medical Imaging Professionals,70,1
2025-05,2512 Medical Imaging Professionals,85,1
2025-05,3222 Sheetmetal Trades Workers,65,1
2025-05,2527 Speech Professionals and Audiologists,65,1
2025-05,2527 Speech Professionals and Audiologists,75,1
2025-05,2527 Speech Professionals and Audiologists,70,1
2025-05,2527 Speech Professionals and Audiologists,85,1
2025-05,2524 Occupational Therapists,65,2
2025-05,2524 Occupational Therapists,75,3
2025-05,2524 Occupational Therapists,70,6
2025-05,2524 Occupational Therapists,80,1
2025-05,2524 Occupational Therapists,95,1
2025-05,2524 Occupational Therapists,85,2
2025-05,2524 Occupational Therapists,60,2
2025-05,3421 Airconditioning and Refrigeration Mechanics,75,1
2025-05,3421 Airconditioning and Refrigeration Mechanics,70,2
2025-05,3421 Airconditioning and Refrigeration Mechanics,60,1
2025-05,2346 Medical Laboratory Scientists,80,1
2025-05,2415 Special Education Teachers,75,1
2025-05,2723 Psychologists,75,1
2025-05,2723 Psychologists,85,1
2025-05,2541 Midwives,70,1
2025-05,2541 Midwives,80,1
2025-05,3341 Plumbers,65,3
2025-05,3341 Plumbers,70,2
2025-05,3341 Plumbers,55,1
2025-05,3332 Plasterers,65,2
2025-05,3334 Wall and Floor Tilers,65,1
2025-05,3334 Wall and Floor Tilers,70,1
2025-05,3334 Wall and Floor Tilers,55,1
2025-05,3334 Wall and Floor Tilers,60,1
2025-05,3211 Automotive Electricians,65,1
2025-05,3211 Automotive Electricians,70,1
2025-09,2613 Software and Applications Programmers,65,1
2025-09,2613 Software and Applications Programmers,75,1
2025-09,2613 Software and Applications Programmers,95,1
2025-09,2613 Software and Applications Programmers,90,3
2025-09,2613 Software and Applications Programmers,85,2
2025-09,3212 Motor Mechanics,75,1
2025-09,2332 Civil Engineering Professionals,75,3
2025-09,2332 Civil Engineering Professionals,70,3
2025-09,2332 Civil Engineering Professionals,80,1
2025-09,2332 Civil Engineering Professionals,85,2
2025-09,2332 Civil Engineering Professionals,60,1
2025-09,2411 Early Childhood (Pre-primary School) Teachers,75,1
2025-09,2411 Early Childhood (Pre-primary School) Teachers,70,2
2025-09,2411 Early Childhood (Pre-primary School) Teachers,80,1
2025-09,2611 ICT Business and Systems Analysts,75,1
2025-09,2611 ICT Business and Systems Analysts,70,1
2025-09,2611 ICT Business and Systems Analysts,80,2
2025-09,2611 ICT Business and Systems Analysts,95,3
2025-09,2611 ICT Business and Systems Analysts,90,2
2025-09,2211 Accountants,75,4
2025-09,2211 Accountants,70,4
2025-09,2211 Accountants,90,1
2025-09,2211 Accountants,60,1
2025-09,2211 Accountants,100,1
2025-09,"2621 Database and Systems Administrators, and ICT Security Specialists",90,2
2025-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,1
2025-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,3
2025-09,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,2
2025-09,"2335 Industrial, Mechanical and Production Engineers",65,1
2025-09,"2335 Industrial, Mechanical and Production Engineers",95,1
2025-09,2339 Other Engineering Professionals,80,1
2025-09,2341 Agricultural and Forestry Scientists,75,1
2025-09,2544 Registered Nurses,65,3
2025-09,2544 Registered Nurses,75,4
2025-09,2544 Registered Nurses,70,3
2025-09,2544 Registered Nurses,60,1
2025-09,3513 Chefs,65,1
2025-09,3513 Chefs,75,1
2025-09,3513 Chefs,85,1
2025-09,3513 Chefs,60,3
2025-09,2334 Electronics Engineers,90,1
2025-09,2631 Computer Network Professionals,65,1
2025-09,2414 Secondary School Teachers,65,2
2025-09,2414 Secondary School Teachers,75,1
2025-09,2414 Secondary School Teachers,80,1
2025-09,"2241 Actuaries, Mathematicians and Statisticians",80,1
2025-09,"2241 Actuaries, Mathematicians and Statisticians",60,1
2025-09,1332 Engineering Managers,75,1
2025-09,3122 Civil Engineering Draftspersons and Technicians,75,2
2025-09,3122 Civil Engineering Draftspersons and Technicians,55,1
2025-09,2336 Mining Engineers,90,1
2025-09,2336 Mining Engineers,85,1
2025-09,3223 Structural Steel and Welding Trades Workers,65,1
2025-09,3223 Structural Steel and Welding Trades Workers,60,2
2025-09,1331 Construction Managers,65,1
2025-09,1331 Construction Managers,80,1
2025-09,3312 Carpenters and Joiners,65,1
2025-09,2725 Social Workers,70,1
2025-09,2725 Social Workers,60,1
2025-09,3322 Painting Trades Workers,65,1
2025-09,2243 Economists,65,1
2025-09,2539 Other Medical Practitioners,75,1
2025-09,3411 Electricians,65,2
2025-09,3411 Electricians,75,1
2025-09,3411 Electricians,60,5
2025-09,2525 Physiotherapists,65,1
2025-09,3421 Airconditioning and Refrigeration Mechanics,60,1
2025-09,2346 Medical Laboratory Scientists,70,1
2025-09,2415 Special Education Teachers,70,1
2025-09,2723 Psychologists,65,1
2025-09,2723 Psychologists,75,1
2025-09,3341 Plumbers,65,1
2024-12,2613 Software and Applications Programmers,65,5
2024-12,2613 Software and Applications Programmers,75,8
2024-12,2613 Software and Applications Programmers,70,2
2024-12,2613 Software and Applications Programmers,80,5
2024-12,2613 Software and Applications Programmers,95,2
2024-12,2613 Software and Applications Programmers,90,18
2024-12,2613 Software and Applications Programmers,85,12
2024-12,3212 Motor Mechanics,65,1
2024-12,3212 Motor Mechanics,70,2
2024-12,3212 Motor Mechanics,80,1
2024-12,3212 Motor Mechanics,85,2
2024-12,3212 Motor Mechanics,60,3
2024-12,2332 Civil Engineering Professionals,65,4
2024-12,2332 Civil Engineering Professionals,75,12
2024-12,2332 Civil Engineering Professionals,70,5
2024-12,2332 Civil Engineering Professionals,80,9
2024-12,2332 Civil Engineering Professionals,85,9
2024-12,2332 Civil Engineering Professionals,60,1
2024-12,2411 Early Childhood (Pre-primary School) Teachers,65,6
2024-12,2411 Early Childhood (Pre-primary School) Teachers,75,3
2024-12,2411 Early Childhood (Pre-primary School) Teachers,70,14
2024-12,2411 Early Childhood (Pre-primary School) Teachers,80,6
2024-12,2411 Early Childhood (Pre-primary School) Teachers,60,1
2024-12,2611 ICT Business and Systems Analysts,65,1
2024-12,2611 ICT Business and Systems Analysts,75,1
2024-12,2611 ICT Business and Systems Analysts,70,1
2024-12,2611 ICT Business and Systems Analysts,80,4
2024-12,2611 ICT Business and Systems Analysts,95,2
2024-12,2611 ICT Business and Systems Analysts,90,14
2024-12,2611 ICT Business and Systems Analysts,85,20
2024-12,2211 Accountants,65,4
2024-12,2211 Accountants,75,10
2024-12,2211 Accountants,70,5
2024-12,2211 Accountants,80,6
2024-12,2211 Accountants,90,6
2024-12,2211 Accountants,85,8
2024-12,2211 Accountants,55,1
2024-12,2344 Geologists Geophysicists and Hydrogeologists,75,1
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",65,1
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",75,3
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",70,1
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",80,3
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",90,2
2024-12,"2621 Database and Systems Administrators, and ICT Security Specialists",85,4
2024-12,"2212 Auditors, Company Secretaries and Corporate Treasurers",65,3
2024-12,"2212 Auditors, Company Secretaries and Corporate Treasurers",75,2
2024-12,"2212 Auditors, Company Secretaries and Corporate Treasurers",70,2
2024-12,"2212 Auditors, Company Secretaries and Corporate Treasurers",80,2
2024-12,"2212 Auditors, Company Secretaries and Corporate Treasurers",85,3
2024-12,2345 Life Scientists,65,1
2024-12,2345 Life Scientists,75,1
2024-12,2345 Life Scientists,80,2
2024-12,2345 Life Scientists,95,1
2024-12,2345 Life Scientists,85,3
2024-12,"2335 Industrial, Mechanical and Production Engineers",65,2
2024-12,"2335 Industrial, Mechanical and Production Engineers",75,4
2024-12,"2335 Industrial, Mechanical and Production Engineers",70,2
2024-12,"2335 Industrial, Mechanical and Production Engineers",80,1
2024-12,"2335 Industrial, Mechanical and Production Engineers",90,2
2024-12,"2335 Industrial, Mechanical and Production Engineers",85,6
2024-12,"2335 Industrial, Mechanical and Production Engineers",60,2
2024-12,2339 Other Engineering Professionals,75,2
2024-12,2339 Other Engineering Professionals,70,2
2024-12,2339 Other Engineering Professionals,80,3
2024-12,2339 Other Engineering Professionals,85,4
2024-12,2339 Other Engineering Professionals,55,2
2024-12,2339 Other Engineering Professionals,60,1
2024-12,2341 Agricultural and Forestry Scientists,55,1
2024-12,2544 Registered Nurses,65,14
2024-12,2544 Registered Nurses,75,3
2024-12,2544 Registered Nurses,70,27
2024-12,2544 Registered Nurses,80,5
2024-12,2544 Registered Nurses,85,2
2024-12,2544 Registered Nurses,60,1
2024-12,3513 Chefs,65,13
2024-12,3513 Chefs,75,22
2024-12,3513 Chefs,70,12
2024-12,3513 Chefs,80,11
2024-12,3513 Chefs,85,2
2024-12,3513 Chefs,55,2
2024-12,3513 Chefs,60,2
2024-12,2334 Electronics Engineers,75,1
2024-12,2334 Electronics Engineers,85,1
2024-12,2631 Computer Network Professionals,70,3
2024-12,2631 Computer Network Professionals,80,1
2024-12,2631 Computer Network Professionals,90,2
2024-12,2631 Computer Network Professionals,85,8
2024-12,2631 Computer Network Professionals,100,1
2024-12,"2342 Chemists, and Food and Wine Scientists",75,1
2024-12,"2342 Chemists, and Food and Wine Scientists",80,1
2024-12,"2342 Chemists, and Food and Wine Scientists",85,2
2024-12,2713 Solicitors,75,1
2024-12,2713 Solicitors,70,1
2024-12,2331 Chemical and Materials Engineers,75,4
2024-12,2331 Chemical and Materials Engineers,80,2
2024-12,2331 Chemical and Materials Engineers,85,2
2024-12,2333 Electrical Engineers,65,1
2024-12,2333 Electrical Engineers,75,1
2024-12,2333 Electrical Engineers,70,1
2024-12,2333 Electrical Engineers,80,2
2024-12,2333 Electrical Engineers,90,1
2024-12,2333 Electrical Engineers,85,6
2024-12,2321 Architects and Landscape Architects,65,3
2024-12,2321 Architects and Landscape Architects,70,4
2024-12,2531 General Practitioners and Resident Medical officers,65,1
2024-12,2531 General Practitioners and Resident Medical officers,70,4
2024-12,2531 General Practitioners and Resident Medical officers,80,2
2024-12,2247 Management and Organisation Analysts,80,2
2024-12,2247 Management and Organisation Analysts,85,3
2024-12,2347 Veterinarians,80,1
2024-12,2347 Veterinarians,85,1
2024-12,2347 Veterinarians,60,1
2024-12,2414 Secondary School Teachers,65,4
2024-12,2414 Secondary School Teachers,75,1
2024-12,2414 Secondary School Teachers,70,8
2024-12,2414 Secondary School Teachers,85,1
2024-12,2414 Secondary School Teachers,55,1
2024-12,"2241 Actuaries, Mathematicians and Statisticians",75,1
2024-12,"2241 Actuaries, Mathematicians and Statisticians",70,1
2024-12,"2241 Actuaries, Mathematicians and Statisticians",80,2
2024-12,"2241 Actuaries, Mathematicians and Statisticians",85,2
2024-12,2421 University Lecturers and Tutors,65,1
2024-12,2421 University Lecturers and Tutors,80,1
2024-12,2421 University Lecturers and Tutors,90,1
2024-12,2421 University Lecturers and Tutors,85,2
2024-12,2633 Telecommunications Engineering Professionals,65,1
2024-12,2633 Telecommunications Engineering Professionals,80,2
2024-12,2633 Telecommunications Engineering Professionals,85,2
2024-12,1332 Engineering Managers,70,1
2024-12,3122 Civil Engineering Draftspersons and Technicians,65,2
2024-12,3122 Civil Engineering Draftspersons and Technicians,75,3
2024-12,3122 Civil Engineering Draftspersons and Technicians,70,2
2024-12,3122 Civil Engineering Draftspersons and Technicians,55,1
2024-12,3122 Civil Engineering Draftspersons and Technicians,50,1
2024-12,2322 Cartographers and Surveyors,70,1
2024-12,2322 Cartographers and Surveyors,80,1
2024-12,2322 Cartographers and Surveyors,85,1
2024-12,3223 Structural Steel and Welding Trades Workers,65,1
2024-12,3223 Structural Steel and Welding Trades Workers,70,1
2024-12,2349 Other Natural and Physical Science Professionals,85,1
2024-12,1331 Construction Managers,75,2
2024-12,2343 Environmental Scientists,80,1
2024-12,2343 Environmental Scientists,90,1
2024-12,2343 Environmental Scientists,85,2
2024-12,3312 Carpenters and Joiners,65,2
2024-12,3312 Carpenters and Joiners,75,1
2024-12,3312 Carpenters and Joiners,70,2
2024-12,3312 Carpenters and Joiners,55,1
2024-12,3312 Carpenters and Joiners,60,2
2024-12,3312 Carpenters and Joiners,50,1
2024-12,2725 Social Workers,70,2
2024-12,3322 Painting Trades Workers,55,1
2024-12,2243 Economists,85,2
2024-12,2539 Other Medical Practitioners,65,1
2024-12,2539 Other Medical Practitioners,70,2
2024-12,2539 Other Medical Practitioners,80,1
2024-12,3411 Electricians,65,1
2024-12,3411 Electricians,70,1
2024-12,3411 Electricians,60,2
2024-12,2525 Physiotherapists,65,1
2024-12,2525 Physiotherapists,75,2
2024-12,2525 Physiotherapists,70,3
2024-12,2525 Physiotherapists,80,1
2024-12,2525 Physiotherapists,85,1
2024-12,2525 Physiotherapists,60,1
2024-12,2512 Medical Imaging Professionals,65,1
2024-12,2512 Medical Imaging Professionals,70,1
2024-12,2527 Speech Professionals and Audiologists,70,1
2024-12,2524 Occupational Therapists,65,2
2024-12,2524 Occupational Therapists,75,2
2024-12,2524 Occupational Therapists,70,2
2024-12,2723 Psychologists,75,1
2024-12,2541 Midwives,65,1
2024-12,2541 Midwives,80,1
2024-12,3341 Plumbers,65,1
2024-12,3341 Plumbers,60,1
2024-12,2533 Internal Medicine Specialists,60,1
2024-12,3332 Plasterers,60,1
2024-12,3211 Automotive Electricians,75,1
2024-12,3211 Automotive Electricians,80,1
2024-12,2534 Psychiatrists,75,1
2025-02,2613 Software and Applications Programmers,65,3
2025-02,2613 Software and Applications Programmers,75,6
2025-02,2613 Software and Applications Programmers,70,5
2025-02,2613 Software and Applications Programmers,80,5
2025-02,2613 Software and Applications Programmers,90,3
2025-02,2613 Software and Applications Programmers,85,2
2025-02,2613 Software and Applications Programmers,60,2
2025-02,3212 Motor Mechanics,65,2
2025-02,3212 Motor Mechanics,70,2
2025-02,3212 Motor Mechanics,80,1
2025-02,3212 Motor Mechanics,60,1
2025-02,2332 Civil Engineering Professionals,65,5
2025-02,2332 Civil Engineering Professionals,75,3
2025-02,2332 Civil Engineering Professionals,70,3
2025-02,2332 Civil Engineering Professionals,80,8
2025-02,2332 Civil Engineering Professionals,90,2
2025-02,2332 Civil Engineering Professionals,85,3
2025-02,2332 Civil Engineering Professionals,55,1
2025-02,2332 Civil Engineering Professionals,60,1
2025-02,2411 Early Childhood (Pre-primary School) Teachers,65,8
2025-02,2411 Early Childhood (Pre-primary School) Teachers,75,4
2025-02,2411 Early Childhood (Pre-primary School) Teachers,70,18
